url,region,region_url,ask_price,year_of_manufacturing,manufacturer,model,condition,cylinders,fuel,odometer_reading,title_status,transmission,VIN,drive,type,shade,posting_date
https://anchorage.craigslist.org/ctd/d/wasilla-2020-ford-150-white-for-sale-now/7308052594.html,anchorage / mat-su,https://anchorage.craigslist.org,53988,2020,ford,f-150 lariat automatic,,,gas,24712,clean,automatic,1FTEW1EP5LFA30869,4wd,pickup,white,2021-04-16T17:06:14-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-gmc-sierra-wd-crew-cab/7308050998.html,anchorage / mat-su,https://anchorage.craigslist.org,37988,2016,gmc,sierra 1500,,8 cylinders,gas,37360,clean,automatic,3GTU2MEC0GG333469,4wd,truck,white,2021-04-16T17:01:45-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-nissan-armada-4x4/7308050945.html,anchorage / mat-su,https://anchorage.craigslist.org,34499,2017,nissan,armada,,8 cylinders,gas,75014,clean,other,JN8AY2NE4H9702492,4wd,SUV,orange,2021-04-16T17:01:37-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-honda-accord-sport-15t/7308040038.html,anchorage / mat-su,https://anchorage.craigslist.org,28194,2019,honda,accord,,4 cylinders,gas,6824,clean,manual,1HGCV1E38KA108386,fwd,sedan,silver,2021-04-16T16:32:11-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-honda-fit-sport/7308039903.html,anchorage / mat-su,https://anchorage.craigslist.org,19194,2018,honda,fit,,4 cylinders,gas,4677,clean,automatic,3HGGK5H68JM707670,fwd,wagon,silver,2021-04-16T16:31:47-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2012-ford-flex-se-v6-t-cd/7308037779.html,anchorage / mat-su,https://anchorage.craigslist.org,8950,2012,ford,flex,excellent,6 cylinders,gas,157614,clean,automatic,2FMGK5BC2CBD15653,fwd,wagon,brown,2021-04-16T16:26:23-0800
https://anchorage.craigslist.org/cto/d/palmer-2017-nissan-altima-sv/7308036660.html,anchorage / mat-su,https://anchorage.craigslist.org,9500,2017,nissan,altima,like new,4 cylinders,gas,67000,rebuilt,automatic,,fwd,sedan,grey,2021-04-16T16:23:14-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-toyota-tundra-sr5-crew/7308034114.html,anchorage / mat-su,https://anchorage.craigslist.org,46999,2019,toyota,tundra sr5 crew max,like new,8 cylinders,gas,30063,clean,automatic,5TFDY5F14KX784491,4wd,truck,black,2021-04-16T16:16:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-ford-150-stx-4x4-super/7308033765.html,anchorage / mat-su,https://anchorage.craigslist.org,25999,2014,ford,f-150 stx,good,8 cylinders,gas,116773,clean,automatic,1FTFW1EF9EKD92094,4wd,truck,silver,2021-04-16T16:15:54-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-toyota-rav-le-awd/7308033324.html,anchorage / mat-su,https://anchorage.craigslist.org,24999,2017,toyota,rav 4 le,excellent,4 cylinders,gas,47242,clean,automatic,2T3BFREV6HW637787,4wd,SUV,white,2021-04-16T16:14:47-0800
https://anchorage.craigslist.org/cto/d/anchorage-2008-ford-550-4x4-extended/7308029552.html,anchorage / mat-su,https://anchorage.craigslist.org,11500,2008,ford,f-550,,8 cylinders,diesel,98000,clean,automatic,,4wd,truck,white,2021-04-16T16:05:43-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-kia-sorento-lx-fwd/7308026492.html,anchorage / mat-su,https://anchorage.craigslist.org,12900,2014,kia,sorento,,,gas,69541,clean,automatic,5XYKT3A63EG521719,fwd,SUV,,2021-04-16T15:58:44-0800
https://anchorage.craigslist.org/cto/d/anchorage-2018-chevy-cruze-ls/7308024595.html,anchorage / mat-su,https://anchorage.craigslist.org,13000,2018,chevrolet,cruze ls sedan 4d,excellent,4 cylinders,gas,5100,salvage,automatic,,fwd,sedan,silver,2021-04-16T15:54:10-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-jeep-wrangler-unlimited/7308021950.html,anchorage / mat-su,https://anchorage.craigslist.org,25900,2016,jeep,wrangler,,,gas,72132,clean,automatic,1C4BJWDG1GL103775,4wd,SUV,white,2021-04-16T15:47:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-jeep-wrangler-unlimited/7308021065.html,anchorage / mat-su,https://anchorage.craigslist.org,37999,2017,jeep,wrangler sahara,like new,6 cylinders,gas,26000,clean,automatic,1C4BJWEG9HL686788,4wd,SUV,,2021-04-16T15:45:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-jeep-grand-cherokee/7308017383.html,anchorage / mat-su,https://anchorage.craigslist.org,15900,2013,jeep,grand cherokee,,,gas,113000,clean,automatic,1C4RJFAG7DC501135,4wd,SUV,silver,2021-04-16T15:36:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-volvo-xc60-t6-awd/7308013391.html,anchorage / mat-su,https://anchorage.craigslist.org,22999,2013,volvo,xc60,excellent,6 cylinders,gas,69634,clean,automatic,YV4902DZ9D2387666,4wd,wagon,white,2021-04-16T15:27:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-hyundai-santa-fe-sport/7308012382.html,anchorage / mat-su,https://anchorage.craigslist.org,18900,2018,hyundai,santa fe,,,gas,69597,clean,automatic,5XYZTDLB3JG554003,,SUV,blue,2021-04-16T15:25:43-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-chevrolet-cruze-premier/7308009528.html,anchorage / mat-su,https://anchorage.craigslist.org,18999,2018,chevrolet,cruze premier rs,excellent,4 cylinders,gas,18500,clean,automatic,3G1BF6SM4JS628317,fwd,hatchback,red,2021-04-16T15:19:21-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-audi-a4-premium-plus-awd/7308009104.html,anchorage / mat-su,https://anchorage.craigslist.org,24999,2016,audi,a4 premium plus awd,excellent,4 cylinders,gas,54987,clean,automatic,WAUFFAFL8GN017011,4wd,sedan,white,2021-04-16T15:18:26-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-jeep-wrangler-unlimited/7308008602.html,anchorage / mat-su,https://anchorage.craigslist.org,29499,2015,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,76552,clean,automatic,1C4BJWEGXFL677577,4wd,SUV,yellow,2021-04-16T15:17:24-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-jeep-renegade-sport-4x4/7308008237.html,anchorage / mat-su,https://anchorage.craigslist.org,22999,2017,jeep,renegade sport,excellent,4 cylinders,gas,42643,clean,automatic,ZACCJBAB4HPE91183,4wd,SUV,silver,2021-04-16T15:16:36-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-honda-cr-touring-awd/7308007344.html,anchorage / mat-su,https://anchorage.craigslist.org,28900,2018,honda,cr-v,,,gas,48543,clean,automatic,2HKRW2H95JH635076,,SUV,,2021-04-16T15:14:43-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2020-ford-150-white-internet/7308003445.html,anchorage / mat-su,https://anchorage.craigslist.org,45998,2020,ford,f-150 xl automatic,,,gas,9528,clean,automatic,1FTFW1E46LKD03058,4wd,pickup,white,2021-04-16T15:06:21-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-ford-edge-sel-awd/7308002027.html,anchorage / mat-su,https://anchorage.craigslist.org,21900,2016,ford,edge,,,gas,51853,clean,automatic,2FMPK4J84GBB54123,,SUV,blue,2021-04-16T15:03:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2011-dodge-avenger-mainstreet/7307996682.html,anchorage / mat-su,https://anchorage.craigslist.org,8900,2011,dodge,avenger,,,gas,115007,clean,automatic,1B3BD1FG7BN507203,fwd,sedan,blue,2021-04-16T14:52:43-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-gmc-acadia-slt-awd-4dr/7307996450.html,anchorage / mat-su,https://anchorage.craigslist.org,20995,2015,gmc,acadia,,,gas,69177,clean,automatic,1GKKVRKD0FJ136960,,SUV,,2021-04-16T14:52:16-0800
https://anchorage.craigslist.org/ctd/d/anchorage-10-toyota-prius-iii-4dr-t-cd/7307992484.html,anchorage / mat-su,https://anchorage.craigslist.org,8950,2010,toyota,prius,excellent,4 cylinders,gas,157311,clean,automatic,JTDKN3DU6A0041372,fwd,hatchback,red,2021-04-16T14:43:51-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-jeep-patriot-altitude/7307989256.html,anchorage / mat-su,https://anchorage.craigslist.org,13995,2015,jeep,patriot,,,gas,62600,clean,automatic,1C4NJRBB3FD354229,4wd,SUV,white,2021-04-16T14:36:48-0800
https://anchorage.craigslist.org/cto/d/wasilla-wheelchair-accessibl/7307983829.html,anchorage / mat-su,https://anchorage.craigslist.org,22900,2013,dodge,grand caravan,good,6 cylinders,gas,93100,clean,automatic,,fwd,van,red,2021-04-16T14:25:08-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-dodge-charger-sxt-awd/7307982301.html,anchorage / mat-su,https://anchorage.craigslist.org,25500,2015,dodge,charger,,,gas,31964,clean,automatic,2C3CDXJG7FH828240,,sedan,,2021-04-16T14:21:51-0800
https://anchorage.craigslist.org/cto/d/anchorage-2004-bmw-x3/7307973964.html,anchorage / mat-su,https://anchorage.craigslist.org,5800,2004,bmw,x3,excellent,,gas,155514,clean,manual,,,SUV,,2021-04-16T14:05:25-0800
https://anchorage.craigslist.org/cto/d/anchorage-2012-bmw-328i/7307973034.html,anchorage / mat-su,https://anchorage.craigslist.org,11900,2012,bmw,328i,,,gas,120000,clean,automatic,,,,,2021-04-16T14:03:37-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-dodge-durango-sxt-awd/7307972219.html,anchorage / mat-su,https://anchorage.craigslist.org,18495,2013,dodge,durango,,,gas,87020,clean,automatic,1C4RDJAG2DC637828,,SUV,red,2021-04-16T14:02:03-0800
https://anchorage.craigslist.org/cto/d/anchorage-2015-dodge-ram-eco-diesel/7307970432.html,anchorage / mat-su,https://anchorage.craigslist.org,23000,2015,ram,1500,good,6 cylinders,diesel,87000,salvage,automatic,,4wd,truck,silver,2021-04-16T13:58:41-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-honda-odyssey-ex-w-dvd/7307961928.html,anchorage / mat-su,https://anchorage.craigslist.org,16995,2013,honda,odyssey,,,gas,108260,clean,automatic,5FNRL5H62DB084219,fwd,mini-van,black,2021-04-16T13:41:50-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-honda-cr-ex-automatic/7307961356.html,anchorage / mat-su,https://anchorage.craigslist.org,31500,2020,honda,cr-v ex,excellent,4 cylinders,gas,14,clean,automatic,2HKRW1H56LH419053,fwd,SUV,grey,2021-04-16T13:40:48-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-kia-forte-lxs-automatic/7307959910.html,anchorage / mat-su,https://anchorage.craigslist.org,17995,2019,kia,forte lxs,excellent,4 cylinders,gas,55809,clean,automatic,3KPF24AD4KE070799,fwd,sedan,white,2021-04-16T13:37:34-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-ford-fusion-titanium-awd/7307958191.html,anchorage / mat-su,https://anchorage.craigslist.org,26991,2020,ford,fusion,,4 cylinders,gas,33920,clean,automatic,3FA6P0D99LR117746,4wd,sedan,blue,2021-04-16T13:34:23-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-land-rover-discovery/7307954898.html,anchorage / mat-su,https://anchorage.craigslist.org,28995,2017,rover,discovery sport,excellent,4 cylinders,gas,42165,clean,automatic,SALCP2BG1HH671987,4wd,SUV,black,2021-04-16T13:28:25-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2012-chevrolet-chevy-tahoe/7307951395.html,anchorage / mat-su,https://anchorage.craigslist.org,22995,2012,chevrolet,tahoe,,,other,109937,clean,automatic,1GNSKCE04CR186095,4wd,SUV,,2021-04-16T13:22:08-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-volvo-xc60-in-ion-awd/7307950213.html,anchorage / mat-su,https://anchorage.craigslist.org,55995,2019,volvo,xc60 inscription awd,excellent,4 cylinders,hybrid,22400,clean,automatic,LYVBR0DLXKB247616,4wd,SUV,black,2021-04-16T13:19:56-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-mini-paceman-cooper-all4/7307948572.html,anchorage / mat-su,https://anchorage.craigslist.org,13995,2014,mini,paceman,,4 cylinders,gas,88215,clean,manual,WMWSS7C58EWN70493,,other,red,2021-04-16T13:16:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-hyundai-santa-fe-20t-sel/7307948009.html,anchorage / mat-su,https://anchorage.craigslist.org,28995,2020,hyundai,santa fe,,4 cylinders,gas,23500,clean,automatic,5NMS3CAA7LH158901,,SUV,custom,2021-04-16T13:16:01-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-jeep-wrangler-sport-suv/7307947587.html,anchorage / mat-su,https://anchorage.craigslist.org,19995,2013,jeep,wrangler,,6 cylinders,gas,95446,clean,manual,1C4AJWAG3DL530872,4wd,SUV,custom,2021-04-16T13:15:17-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2004-subaru-outback-wagon-4d/7307947195.html,anchorage / mat-su,https://anchorage.craigslist.org,5995,2004,subaru,outback,,4 cylinders,gas,176000,clean,automatic,4S3BH675747633601,,wagon,custom,2021-04-16T13:14:32-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2005-subaru-legacy-25i-wagon/7307947004.html,anchorage / mat-su,https://anchorage.craigslist.org,4995,2005,subaru,legacy,,4 cylinders,gas,174296,clean,automatic,4S3BP616357301239,,wagon,custom,2021-04-16T13:14:09-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-jaguar-pace-20d-sport/7307944068.html,anchorage / mat-su,https://anchorage.craigslist.org,41995,2018,jaguar,f-pace 20d,excellent,4 cylinders,gas,45782,clean,automatic,SADCL2FNXJA267570,4wd,SUV,grey,2021-04-16T13:09:06-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-kia-forte-silver-save/7307943775.html,anchorage / mat-su,https://anchorage.craigslist.org,17988,2018,kia,forte,,,gas,27088,clean,automatic,3KPFL4A7XJE257034,fwd,sedan,silver,2021-04-16T13:08:37-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2020-ford-150-silver-priced-to/7307943661.html,anchorage / mat-su,https://anchorage.craigslist.org,40988,2020,ford,f-150 xl automatic,,,gas,2497,clean,automatic,1FTEW1EP6LKF40820,4wd,pickup,silver,2021-04-16T13:08:23-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-toyota-prius-blizzard/7307943746.html,anchorage / mat-su,https://anchorage.craigslist.org,23988,2018,toyota,prius one automatic,,,hybrid,29617,clean,automatic,JTDKBRFU9J3066726,fwd,hatchback,white,2021-04-16T13:08:34-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2019-ford-150-gray-for-sale/7307943632.html,anchorage / mat-su,https://anchorage.craigslist.org,54988,2019,ford,f-150,,,gas,34924,clean,automatic,1FTEW1E45KFB49686,4wd,pickup,grey,2021-04-16T13:08:20-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-honda-fit-milano-red-go/7307942410.html,anchorage / mat-su,https://anchorage.craigslist.org,13900,2016,honda,fit ex automatic,,,gas,86130,clean,automatic,JHMGK5H71GX017266,fwd,hatchback,red,2021-04-16T13:06:17-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-chevrolet-impala-premier/7307942294.html,anchorage / mat-su,https://anchorage.craigslist.org,23995,2019,chevrolet,impala premier,excellent,6 cylinders,gas,28057,clean,automatic,1G1105S31KU101108,fwd,sedan,red,2021-04-16T13:06:06-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-buick-lacrosse-premium/7307942250.html,anchorage / mat-su,https://anchorage.craigslist.org,25995,2017,buick,lacrosse premium,excellent,6 cylinders,gas,24703,clean,automatic,1G4ZR5SS8HU200424,fwd,sedan,red,2021-04-16T13:06:01-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-ram-2500-laramie-power/7307942161.html,anchorage / mat-su,https://anchorage.craigslist.org,42995,2016,ram,2500 power wagon,excellent,8 cylinders,gas,104546,clean,automatic,3C6TR5FJXGG126699,4wd,truck,grey,2021-04-16T13:05:53-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-mazda-cx-grand-touring/7307942094.html,anchorage / mat-su,https://anchorage.craigslist.org,36995,2020,mazda,cx-5 grand touring awd,excellent,4 cylinders,gas,33809,clean,automatic,JM3TCBDY4L0402342,4wd,SUV,black,2021-04-16T13:05:46-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-ford-150-limited-4x4/7307942067.html,anchorage / mat-su,https://anchorage.craigslist.org,55995,2019,ford,f-150,excellent,6 cylinders,gas,43881,clean,automatic,1FTEW1EG9KFB29743,4wd,truck,white,2021-04-16T13:05:44-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-audi-s8-plus-awd-dynamic/7307942032.html,anchorage / mat-su,https://anchorage.craigslist.org,74995,2017,audi,s8 plus awd,excellent,8 cylinders,gas,39616,clean,automatic,WUAJ5AFD1HN900624,4wd,sedan,black,2021-04-16T13:05:40-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-lexus-is-300-awd/7307941944.html,anchorage / mat-su,https://anchorage.craigslist.org,26995,2016,lexus,is 300,excellent,6 cylinders,gas,49815,clean,automatic,JTHCM1D29G5005583,4wd,sedan,grey,2021-04-16T13:05:30-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-kia-optima-lx-automatic/7307941787.html,anchorage / mat-su,https://anchorage.craigslist.org,12995,2015,kia,optima lx,excellent,4 cylinders,gas,93496,clean,automatic,5XXGM4A71FG430004,fwd,sedan,black,2021-04-16T13:05:17-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2003-acura-nsx-spd-manual/7307941760.html,anchorage / mat-su,https://anchorage.craigslist.org,64995,2003,acura,nsx 5-spd open top,excellent,6 cylinders,gas,52580,clean,manual,JH4NA21613T000124,rwd,coupe,black,2021-04-16T13:05:14-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-honda-hr-lx-awd-power/7307941715.html,anchorage / mat-su,https://anchorage.craigslist.org,21995,2019,honda,hr-v lx awd,excellent,4 cylinders,gas,13155,clean,automatic,3CZRU6H3XKM743661,4wd,SUV,silver,2021-04-16T13:05:10-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-subaru-wrx-sti-awd-spd/7307941614.html,anchorage / mat-su,https://anchorage.craigslist.org,41995,2020,subaru,wrx sti awd,excellent,4 cylinders,gas,2464,clean,manual,JF1VA2E6XL9823052,4wd,sedan,blue,2021-04-16T13:05:00-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2020-jeep-gladiator-overland/7307941594.html,anchorage / mat-su,https://anchorage.craigslist.org,45995,2020,jeep,gladiator,excellent,6 cylinders,gas,8246,clean,automatic,1C6HJTFG1LL115643,4wd,truck,silver,2021-04-16T13:04:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-gmc-sierra-1500-denali/7307941540.html,anchorage / mat-su,https://anchorage.craigslist.org,45995,2018,gmc,sierra denali,excellent,8 cylinders,gas,59453,clean,automatic,3GTU2PEJ7JG117223,4wd,truck,white,2021-04-16T13:04:53-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-ford-150-limited-4x4/7307941484.html,anchorage / mat-su,https://anchorage.craigslist.org,52995,2018,ford,f-150 limited 4x4,excellent,6 cylinders,gas,21745,clean,automatic,1FTEW1EG1JFD35606,4wd,pickup,blue,2021-04-16T13:04:48-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-audi-q5-premium-plus-awd/7307941457.html,anchorage / mat-su,https://anchorage.craigslist.org,27995,2017,audi,q5 premium plus awd,excellent,4 cylinders,gas,55787,clean,automatic,WA1L2AFP1HA003507,4wd,SUV,white,2021-04-16T13:04:45-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-audi-a7-30-premium-plus/7307941420.html,anchorage / mat-su,https://anchorage.craigslist.org,33995,2016,audi,a7 premium plus awd,excellent,6 cylinders,gas,64917,clean,automatic,WAUWGAFC4GN044414,4wd,hatchback,silver,2021-04-16T13:04:41-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2014-chevrolet-cruze-4dr-sdn/7307941175.html,anchorage / mat-su,https://anchorage.craigslist.org,9999,2014,chevrolet,cruze,,4 cylinders,gas,76219,clean,other,1G1PC5SB2E7305380,fwd,sedan,red,2021-04-16T13:04:18-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-ford-150-f150-150-xl-4x4/7307940095.html,anchorage / mat-su,https://anchorage.craigslist.org,23995,2013,ford,f-150,,,other,58093,clean,automatic,1FTFW1EF2DKD91366,4wd,pickup,silver,2021-04-16T13:02:25-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2019-volkswagen-jetta-se/7307933559.html,anchorage / mat-su,https://anchorage.craigslist.org,19995,2019,volkswagen,jetta se,excellent,4 cylinders,gas,7952,clean,automatic,3VWC57BUXKM255307,fwd,sedan,blue,2021-04-16T12:50:42-0800
https://anchorage.craigslist.org/ctd/d/anchorage-1966-ford-mustang-financing/7307928429.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,1966,ford,mustang,,,gas,43717,clean,manual,0R07C118059,,other,,2021-04-16T12:41:57-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-chevy-traverse-lt-awd-v6/7307926803.html,anchorage / mat-su,https://anchorage.craigslist.org,15950,2013,chevrolet,traverse,excellent,6 cylinders,gas,92142,clean,automatic,1GNKVGKD1DJ155490,4wd,SUV,grey,2021-04-16T12:39:11-0800
https://anchorage.craigslist.org/ctd/d/anchorage-1966-ford-mustang-financing/7307916562.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,1966,ford,mustang,,,gas,91603,clean,automatic,6F07T359444,,other,,2021-04-16T12:21:57-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2021-acura-tlx-spec-awd/7307911558.html,anchorage / mat-su,https://anchorage.craigslist.org,45995,2021,acura,tlx a-spec awd,excellent,4 cylinders,gas,3951,clean,automatic,19UUB6F54MA000456,4wd,sedan,grey,2021-04-16T12:13:47-0800
https://anchorage.craigslist.org/ctd/d/anchorage-1987-toyota-landcruiser/7307909338.html,anchorage / mat-su,https://anchorage.craigslist.org,29999,1987,toyota,landcruiser,,6 cylinders,diesel,189450,clean,automatic,HJ60042122,4wd,SUV,blue,2021-04-16T12:10:13-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-volkswagen-golf/7307904946.html,anchorage / mat-su,https://anchorage.craigslist.org,15900,2016,volkswagen,golf sportwagen,,4 cylinders,gas,21947,clean,automatic,3VWC17AU5GM514256,fwd,wagon,silver,2021-04-16T12:03:03-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-jeep-grand-cherokee/7307903563.html,anchorage / mat-su,https://anchorage.craigslist.org,29995,2017,jeep,grand cherokee,,,gas,52880,clean,automatic,1C4RJFAG4HC881654,4wd,SUV,white,2021-04-16T12:00:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-bmw-740li-xdrive-awd/7307890576.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,2013,bmw,740li xdrive awd,excellent,6 cylinders,gas,73619,clean,automatic,WBAYF4C50DD127827,4wd,sedan,black,2021-04-16T11:39:10-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2017-kia-niro-ex-fwd/7307886446.html,anchorage / mat-su,https://anchorage.craigslist.org,20991,2017,kia,niro,,4 cylinders,hybrid,47716,clean,automatic,KNDCC3LCXH5068333,fwd,wagon,red,2021-04-16T11:32:22-0800
https://anchorage.craigslist.org/cto/d/anchorage-subaru/7307885881.html,anchorage / mat-su,https://anchorage.craigslist.org,2200,1998,subaru,legacy outback,good,4 cylinders,gas,212810,rebuilt,automatic,,4wd,,green,2021-04-16T11:31:30-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-kia-soul-base/7307885733.html,anchorage / mat-su,https://anchorage.craigslist.org,14194,2016,kia,soul,,4 cylinders,gas,74068,clean,other,KNDJN2A25G7866375,fwd,sedan,silver,2021-04-16T11:31:14-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2015-kia-soul-base/7307885407.html,anchorage / mat-su,https://anchorage.craigslist.org,12194,2015,kia,soul,,4 cylinders,gas,39740,clean,other,KNDJN2A23F7815844,fwd,sedan,silver,2021-04-16T11:30:44-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2012-ford-350-f350-350-super/7307883039.html,anchorage / mat-su,https://anchorage.craigslist.org,19995,2012,ford,f-350,,,other,118183,clean,automatic,1FT8W3B65CEA41686,4wd,pickup,silver,2021-04-16T11:26:41-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2018-ford-fiesta-sedan/7307867740.html,anchorage / mat-su,https://anchorage.craigslist.org,11991,2018,ford,fiesta,,4 cylinders,gas,45368,clean,automatic,3FADP4AJ1JM112399,fwd,sedan,silver,2021-04-16T11:02:44-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-honda-civic-lx-4dr-sedan/7307867166.html,anchorage / mat-su,https://anchorage.craigslist.org,9995,2013,honda,civic,,,gas,122295,clean,automatic,2HGFB2F56DH511718,,sedan,black,2021-04-16T11:01:54-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2007-chevrolet-chevy/7307851092.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,2007,chevrolet,silverado,,,gas,115560,clean,automatic,1GBHK39U57E136386,4wd,other,white,2021-04-16T10:36:58-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2004-chevrolet-chevy-express/7307834652.html,anchorage / mat-su,https://anchorage.craigslist.org,10995,2004,chevrolet,express,,,gas,155274,clean,automatic,1GCHG39U741183841,fwd,van,white,2021-04-16T10:12:02-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2021-jeep-compass-altitude-4x4/7307830562.html,anchorage / mat-su,https://anchorage.craigslist.org,26000,2021,jeep,compass,,4 cylinders,gas,4347,clean,other,3C4NJDBB7MT500173,4wd,SUV,red,2021-04-16T10:05:47-0800
https://anchorage.craigslist.org/cto/d/anchorage-multiple-tow-trucks/7307825916.html,anchorage / mat-su,https://anchorage.craigslist.org,1,2020,,international,,,gas,1000,clean,other,,,,,2021-04-16T09:58:56-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2013-chevrolet-chevy/7307817859.html,anchorage / mat-su,https://anchorage.craigslist.org,31995,2013,chevrolet,silverado,,,diesel,49614,clean,automatic,1GC1KVC8XDF235098,4wd,pickup,white,2021-04-16T09:46:46-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-ram-wd-crew-cab-1405/7307811787.html,anchorage / mat-su,https://anchorage.craigslist.org,25810,2016,ram,1500,,8 cylinders,gas,137608,clean,other,1C6RR7NT4GS272694,4wd,truck,white,2021-04-16T09:37:18-0800
https://anchorage.craigslist.org/ctd/d/wasilla-2018-ram-1500-tradesman-4x4/7307811626.html,anchorage / mat-su,https://anchorage.craigslist.org,34995,2018,ram,1500,,6 cylinders,diesel,27488,clean,automatic,1C6RR7KM0JS264080,4wd,truck,black,2021-04-16T09:37:00-0800
https://anchorage.craigslist.org/ctd/d/anchorage-2016-chevrolet-silverado-wd/7307811512.html,anchorage / mat-su,https://anchorage.craigslist.org,34888,2016,chevrolet,silverado 1500,,8 cylinders,gas,69960,clean,automatic,3GCUKREC2GG221222,4wd,truck,grey,2021-04-16T09:36:51-0800
